Date,BTC_vs_SPX,BTC_vs_VIX,BTC_vs_GOLD,BTC_vs_TLT,BTC_vs_DXY
2021-12-25,0.853472624026687,0.7785536987961573,-0.39957240154084017,0.4074382883594829,-0.5365783450819354
2021-12-26,0.844559762479484,0.7812999464162786,-0.3855675880676609,0.40815956360355565,-0.5780499789473056
2021-12-27,0.8410149080189017,0.7895099438488961,-0.3718440891406748,0.41239747928153364,-0.5911439952944118
2021-12-28,0.8460823298782238,0.7939730435744924,-0.37962344002188236,0.3744064515949294,-0.59058494538859
2021-12-29,0.84812701866844,0.8032641485933226,-0.3744777359855199,0.36741187392102326,-0.5714110312800916
2021-12-30,0.848336608340089,0.8057876180532347,-0.36847046363654856,0.35706616429624827,-0.55714679430091
2021-12-31,0.8429058221674687,0.8084505715586855,-0.3549813708942369,0.3569169880129706,-0.5381666733590286
2022-01-01,0.8412751707288435,0.812997674000953,-0.35436700321319037,0.3558048065705898,-0.5271425937448515
2022-01-02,0.8258421216342013,0.8191774505377171,-0.32147845519769735,0.3881877033795707,-0.46752144423860126
2022-01-03,0.8040832704453568,0.8155195335423306,-0.31887970958637063,0.3826334673253009,-0.44468130162007435
2022-01-04,0.7751729455362222,0.8101022313091136,-0.2994489211188536,0.3874379375576184,-0.4053609054561608
2022-01-05,0.7486763188613437,0.8051256265877808,-0.248787042177352,0.3913377229942184,-0.3644440296447165
2022-01-06,0.7243570119650758,0.8006015438537656,-0.24457731966931204,0.4033384659790103,-0.2892006707885431
2022-01-07,0.7179223165977068,0.8063951245477005,-0.24567067207639925,0.4151407590206422,-0.24779773431902907
2022-01-08,0.7107113244972371,0.8111676213041251,-0.24701993638325587,0.4248486948452335,-0.2111660936176675
2022-01-09,0.696984802273435,0.809428458742585,-0.2414214791866597,0.4416107897063995,-0.15799273635521166
2022-01-10,0.6824775660213349,0.8035833714284502,-0.2314939223393245,0.4586148946996019,-0.09201199620393735
2022-01-11,0.6728384877071454,0.8030478641705687,-0.22985779882908677,0.47355435602902196,-0.031058420123796875
2022-01-12,0.6616089487928114,0.8005385183235436,-0.22763507958590448,0.4906466246890684,0.008744953471124941
2022-01-13,0.6430661675350994,0.7942378757658678,-0.22717647379459857,0.5025879659560141,0.0517401505661693
2022-01-14,0.6234880810549067,0.7880358593515051,-0.23423166742096196,0.5152204048286539,0.09415888283951666
2022-01-15,0.6107104658254431,0.7831592322966601,-0.23577778842719652,0.5078311166632962,0.126356022151018
2022-01-16,0.601122043999311,0.7773322485111236,-0.23244223198325176,0.504986762749379,0.1537618633563767
2022-01-17,0.6010274040312578,0.7676841719278469,-0.2372037322032743,0.49216843305714547,0.14887363544875498
2022-01-18,0.5932138743069947,0.7535716139906122,-0.2401223977273337,0.47692107384698745,0.11886817466286148
2022-01-19,0.5921713832542995,0.7442330311451567,-0.27460903604607173,0.4644528694952795,0.08200655645513068
2022-01-20,0.5965464772261779,0.7399704465309738,-0.299546587015438,0.45044537196878426,0.04876649305434727
2022-01-21,0.6154169002104622,0.7458104174192608,-0.30650650803541096,0.4492344785667263,0.05002379384940417
2022-01-22,0.649115746836893,0.7557858214035598,-0.3166443181911259,0.44904233611639816,0.04949880118510016
2022-01-23,0.6915788282896848,0.76108206983028,-0.3182534483803169,0.4406309146115376,0.052583378753236446
2022-01-24,0.7553472352430877,0.7687426134760212,-0.31798407672577866,0.43049355101920234,0.056114231588576716
2022-01-25,0.7888515912423324,0.7632406403938942,-0.3306889569636751,0.41947594213752104,0.03550195788601346
2022-01-26,0.8224482888524153,0.7576077309138385,-0.3428522677262272,0.41198174906746166,0.016081916919574196
2022-01-27,0.8450335209802602,0.7552456629175571,-0.3436444055596902,0.4175705385990941,0.012479775597982105
2022-01-28,0.8574922217126013,0.7557110434197802,-0.3432283997385884,0.4208734309248939,0.008884637038238451
2022-01-29,0.8579586521964063,0.759115953026761,-0.3393116281406675,0.42434262747808044,0.009966739907965275
2022-01-30,0.8565544565068108,0.7633884902962366,-0.33509889151579075,0.42805863000586497,0.010817403843155179
2022-01-31,0.845322557062611,0.7699718968884095,-0.33436091560848336,0.43146546095778593,0.009915052565293491
2022-02-01,0.8302950774726011,0.7728990434497309,-0.34595653151052874,0.42987907565560457,-0.0003181744272965397
2022-02-02,0.8308349511466621,0.7664394858121442,-0.3737594163255797,0.41459403579264215,-0.015870359266476026
2022-02-03,0.815553250647239,0.7598427507275539,-0.40389929796850504,0.40238153398651333,-0.0281348920476486
2022-02-04,0.832200550501265,0.7201111198074179,-0.39027427643465196,0.37311306022721014,0.04695431722980638
2022-02-05,0.8400556227775566,0.6853845557364602,-0.3688068276114991,0.3452036244089678,0.11208966641988147
2022-02-06,0.8483927819231416,0.6648162253547317,-0.3417887764507982,0.33131538216799944,0.16608769620012825
2022-02-07,0.8510660632870658,0.6266410768984938,-0.3090578072326952,0.2919806380426557,0.20419866588882488
2022-02-08,0.8556428779636182,0.6049556049983851,-0.31855723113313456,0.2626416016242252,0.23733337173775837
2022-02-09,0.8587904899486847,0.5756848648705605,-0.3323526071371092,0.21382579978711272,0.2648086475385212
2022-02-10,0.8438278575213108,0.5810774020875438,-0.31868848994722454,0.19002977916078784,0.26710118135558614
2022-02-11,0.8119888788491474,0.5733412002894588,-0.2844776619942266,0.14409010648556994,0.26301491451393494
2022-02-12,0.7792634877306751,0.5686029536714335,-0.24856991541094692,0.09776045568487471,0.26129988153574313
2022-02-13,0.7452610237597191,0.5536683608612912,-0.1939002435307886,0.019096588850550128,0.2669827003451415
2022-02-14,0.7229935105252069,0.5364523654550606,-0.19166191741086275,-0.003550885123730625,0.28617661997894095
2022-02-15,0.7017991269427899,0.5210377952778552,-0.1901127457871816,-0.03291340529733006,0.29888958528962245
2022-02-16,0.6862657393677702,0.5215239934808737,-0.1838145907724748,-0.0588587993732302,0.31041579964348226
2022-02-17,0.6937670617840174,0.5319637453398144,-0.2140804009064389,-0.07913503897295103,0.3227873559014147
2022-02-18,0.704308066968994,0.5395826478628222,-0.24274434633549838,-0.07298207317133074,0.3443534769782032
2022-02-19,0.7145668239749615,0.537657448839521,-0.27036369074428723,-0.06732204614931525,0.37396150816984325
2022-02-20,0.7236125951095514,0.5343692061358335,-0.29140916540416084,-0.062452449305598255,0.36956974058503556
2022-02-21,0.732691211106439,0.5234563841191329,-0.3044341711272828,-0.045245221307875734,0.36144663153683515
2022-02-22,0.7349391187053169,0.5411182265856922,-0.3304176480965041,-0.031417355811859594,0.32883511681670813
2022-02-23,0.7321182659419878,0.5589983256855245,-0.3595168762849223,-0.005506477424636002,0.2711826931832483
2022-02-24,0.7258799951744027,0.5690877267629685,-0.3514846432012798,-0.0057607251028038275,0.2726566193109753
2022-02-25,0.7136109716612292,0.5642298249614047,-0.3529232002365797,-0.005526196929219524,0.272933651309431
2022-02-26,0.7049579809507535,0.5565483299608762,-0.3465880781122472,0.020889070517055217,0.28681438013439126
2022-02-27,0.6925502170620836,0.5486835242128095,-0.3485198640025118,0.03018783429181645,0.2944133597889521
2022-02-28,0.702533069931105,0.5613574519830054,-0.29999544431306396,0.11407219710231471,0.3067698720447162
2022-03-01,0.7059961090260817,0.5668399297406987,-0.19625489653366138,0.19458324991345594,0.32840668304180437
2022-03-02,0.7142151191436994,0.5576584813150095,-0.08711369676980277,0.3171630261872265,0.35080945537365055
2022-03-03,0.7103907552906951,0.5211357659019366,-0.008326781326239548,0.38648706699743546,0.349828926017226
2022-03-04,0.7017697082921459,0.4769468330939518,0.09999917054571884,0.47409278338681127,0.37930927217147853
2022-03-05,0.6910623458702062,0.42598384237407916,0.18299279643573704,0.5349339448117443,0.39908036095458393
2022-03-06,0.6844628412888444,0.3837452383274434,0.2299842407775335,0.5789178473083305,0.416451529852047
2022-03-07,0.6886879474322345,0.3476754078382979,0.2793965017862795,0.6040398714114402,0.4258023408788415
2022-03-08,0.6926268255008656,0.3097978481230329,0.3361482453026348,0.626857932821887,0.43400009055696875
2022-03-09,0.7010995190975348,0.25750077272004057,0.3964809267550992,0.6468743868371513,0.46852508115999675
2022-03-10,0.7080335517478905,0.20675981105645877,0.45285179035564477,0.6686240635269909,0.5066273879918792
2022-03-11,0.7115390690483878,0.1420468392230873,0.49891648206278694,0.6861791602788112,0.5310608499403209
2022-03-12,0.7155554333140682,0.0662292479985175,0.5343107113820369,0.6995317182401486,0.5479242607039548
2022-03-13,0.7153406032306956,-0.031861867734630615,0.5641058902660531,0.7091839145610083,0.5619247535414875
2022-03-14,0.7146777922139372,-0.10740753136552825,0.592214996439667,0.7211938964767554,0.5758963007791899
2022-03-15,0.7146417362907644,-0.18010693880696108,0.6150757804749352,0.7358444393532119,0.5899558570690149
2022-03-16,0.715203989571275,-0.24461790649741705,0.6374362408175415,0.7503976726503139,0.602952977411202
2022-03-17,0.7134134969741991,-0.32546515530950854,0.6568536531800624,0.7627912750709753,0.6124452677932837
2022-03-18,0.7017282956596729,-0.42964585416574563,0.6799815700772802,0.779514001912667,0.6202250458751599
2022-03-19,0.6874864019283898,-0.4751003698022326,0.7011236780057071,0.7983733420648275,0.6357992339527314
2022-03-20,0.6466607056457674,-0.506794671972892,0.7002518947560316,0.7968022773757351,0.6227716446403058
2022-03-21,0.6039764521436302,-0.5167760581037151,0.7052272465926464,0.7923521498157442,0.6123295812512319
2022-03-22,0.5857564349857842,-0.49154113779567415,0.6960812096526996,0.7930296612111591,0.5965390868952574
2022-03-23,0.5641937763846203,-0.466893957184143,0.6838644588751784,0.7846608948728359,0.5800804280253017
2022-03-24,0.5327120780572576,-0.41916133731993593,0.6478531619140853,0.7617522764431988,0.5584707997956233
2022-03-25,0.5031045103845048,-0.37503522809739354,0.6127449092091655,0.737673383113141,0.538279385431617
2022-03-26,0.46751699388849316,-0.3449287927891277,0.575290116695734,0.7096180762119275,0.5144641650998023
2022-03-27,0.4663418565826758,-0.28089707228413624,0.545310810628598,0.6861315901975191,0.5039539967392977
2022-03-28,0.4678263629785086,-0.2295483276275271,0.5323848389503459,0.6627377429416128,0.4955343355442748
2022-03-29,0.48168408025163906,-0.13897419707034883,0.5220848626932891,0.621331486586272,0.4988258835237679
2022-03-30,0.5066676919677006,-0.033223971742944655,0.4990118146406394,0.5654911745481017,0.497551761857285
2022-03-31,0.5249571047389654,0.03878708524258069,0.47937890291753843,0.5199092701919272,0.5007845223242158
2022-04-01,0.5426475181031661,0.10674450786949494,0.45321281751755227,0.4766902608813148,0.5063701004239597
2022-04-02,0.5599193775955352,0.18036097937277207,0.42584401688832757,0.43224663116156314,0.5050363367392245
2022-04-03,0.5835077763154283,0.24366313188758082,0.40192171132411686,0.4102017416037565,0.5051904357123609
2022-04-04,0.6183181845332579,0.3022813682876095,0.38753648286703635,0.38661255501801833,0.5038593088200771
2022-04-05,0.6514682719927481,0.32786428101759085,0.3893356080876497,0.36875598786796776,0.511760306723977
2022-04-06,0.6695209029893952,0.3433445497306927,0.4040395335746012,0.361973321454721,0.5241939718571051
2022-04-07,0.6855670880679897,0.3602167083257133,0.41847565828333183,0.3630711191380837,0.5361764660146142
2022-04-08,0.7025097843589726,0.3782979069731865,0.43265515910768454,0.37279454882331053,0.5510263217247673
2022-04-09,0.7186238961192217,0.39486282380037063,0.45262094669356706,0.3850068619448925,0.5650440788497688
2022-04-10,0.7310510291757579,0.4102320364937686,0.47138024961859054,0.412600849098597,0.5787511262828716
2022-04-11,0.7338545172793942,0.4194727117981289,0.47378652167373586,0.4120394894505236,0.5841273751524506
2022-04-12,0.7405850589575772,0.4389783651969173,0.47334301389973255,0.4178031128713059,0.5908845509532651
2022-04-13,0.7471855774296806,0.45822200893039705,0.474179075285357,0.42258989655877915,0.5958629691539862
2022-04-14,0.7544986911068168,0.4774385144010254,0.4747523403528707,0.4248920904124529,0.5986826883511559
2022-04-15,0.759589586367056,0.4970789431254115,0.47574694133710094,0.42710288490697146,0.6022142627107937
2022-04-16,0.7715581762393001,0.5162514874372821,0.4793928674327832,0.4343860509737968,0.6032743364539729
2022-04-17,0.7817995853117222,0.5376943383364281,0.48872820918354654,0.4479468643669404,0.6037625830231154
2022-04-18,0.7826211338403609,0.5501845761719233,0.5136759753363194,0.47672684573926183,0.6167469909113286
2022-04-19,0.7855255663568208,0.5630360229952773,0.5377637099215478,0.5007427721574962,0.6279917975089869
2022-04-20,0.7878398927447133,0.5779670421766373,0.5638996745866796,0.5212028681670022,0.6401512303062684
2022-04-21,0.7916500105588944,0.5779873127575804,0.5957446683017034,0.5473185687086578,0.6637816730187266
2022-04-22,0.7928125308514494,0.5318793517876564,0.6295391178814178,0.5770197366587166,0.6891984508688981
2022-04-23,0.7941921488259779,0.48753437950713063,0.6620716370767094,0.6062822006121321,0.7203866161681697
2022-04-24,0.8000694679563229,0.44772744740938564,0.6985902186677752,0.6331742810418516,0.7724420377352007
2022-04-25,0.8019339599398764,0.4366297432796928,0.7089188754929105,0.6438420429117759,0.7762951718636012
2022-04-26,0.8024084929941205,0.4011377939994947,0.7121371554091719,0.6557396035684404,0.778315082588225
2022-04-27,0.8052369205540963,0.3714451440458791,0.7140719530531564,0.6659650361419935,0.7792619144506183
2022-04-28,0.795296394675061,0.3417955518462642,0.7158766042917886,0.6758858222091905,0.7791626915026199
2022-04-29,0.753579349749379,0.2822649902064078,0.7401498250426657,0.7056096408272098,0.7935474297051874
2022-04-30,0.7186988211641685,0.22939149844104306,0.7532359869072173,0.7315740918152575,0.8017748528127153
2022-05-01,0.677744118567605,0.1817328358243979,0.7632307186619737,0.7325078858010022,0.8062842910841089
2022-05-02,0.64254629435552,0.14458147863090637,0.7706442651637576,0.7342568755465988,0.8098114079044155
2022-05-03,0.6156937395112586,0.10869068591725098,0.7803324354428884,0.7313990880898684,0.8105263180063961
2022-05-04,0.5824413087636152,0.07694041918321105,0.7920787430306304,0.7274742791869011,0.801384250395631
2022-05-05,0.560105436840098,0.06777667347077973,0.808814468570674,0.7259318203992731,0.795351620857461
2022-05-06,0.534272475195553,0.060883066927932473,0.8229864306595688,0.7251565329164442,0.7911246179362899
2022-05-07,0.5147281702658015,0.05855433618291391,0.8301523919477176,0.7221794727031695,0.7933200190096065
2022-05-08,0.49331241278904814,0.06582629028800124,0.8251002764139407,0.7181261322063649,0.7737597699763876
2022-05-09,0.5042786094970011,0.10463281407546439,0.8104069197992336,0.7146072623824337,0.7713173982721812
2022-05-10,0.5193983289866645,0.14855736238759018,0.792007700500416,0.7006413818318745,0.7686454070170262
2022-05-11,0.541969483249893,0.1984897517879354,0.7697302409403856,0.6941828209469887,0.7670964231768463
2022-05-12,0.5655774025390947,0.24015715747152552,0.7493586719956818,0.6861607104078385,0.7675556869388862
2022-05-13,0.5962409918014403,0.2885066913113277,0.7240633147324073,0.6685140110323704,0.769884196834794
2022-05-14,0.6279043817661217,0.3413273943077216,0.6892935381182074,0.6526167839350898,0.7734169191390149
2022-05-15,0.659465643863634,0.3889723494435517,0.6343202039158976,0.6253644033081908,0.7801916896839629
2022-05-16,0.6955010210234199,0.4281522348786386,0.5757620436275783,0.5881223997205811,0.7911081691175194
2022-05-17,0.7349404997464557,0.4667912779771171,0.5059962836073815,0.5384977638755115,0.8062176718223466
2022-05-18,0.7779793298290439,0.51617747290496,0.42395909682071214,0.5063183934013527,0.8204097070425843
2022-05-19,0.7856373280684238,0.5342973012711266,0.38959169403845056,0.512621948721695,0.8292053302269697
2022-05-20,0.7934888576771304,0.5552673485062205,0.36278978978740256,0.5290562016519299,0.8390545268314274
2022-05-21,0.8034690773164402,0.5795952847114341,0.3368874220464326,0.5505456246555774,0.8476272196712594
2022-05-22,0.809512109243587,0.5986244670230161,0.26312191698417337,0.5528382460719642,0.852119617990666
2022-05-23,0.814137141647573,0.6008408569754707,0.219945260429505,0.5723061044005245,0.8619445254787783
2022-05-24,0.8139858027823653,0.5974738831609647,0.19699331085348762,0.5979685207468552,0.8681359297945705
2022-05-25,0.8114539697244697,0.5793436087085766,0.19729510386021645,0.6013474346073329,0.8687587277338089
2022-05-26,0.8138668736247839,0.5720473865463782,0.18912014430282953,0.594713549489682,0.8699060811961012
2022-05-27,0.8192377599891513,0.566313415444181,0.1757707506148099,0.5902085860422287,0.8708297328638694
2022-05-28,0.8212694721074307,0.5495776425062779,0.1681636828691175,0.5985826018574011,0.8713209780744756
2022-05-29,0.8194744973103945,0.5280654499341857,0.18311588649086347,0.6239734674159418,0.8695469971175683
2022-05-30,0.8178548718989423,0.49909177658887544,0.18632460553292235,0.6440816565954905,0.8691351521395959
2022-05-31,0.8159253060514269,0.4791074253382243,0.21485210910834374,0.6703900743946416,0.8669053217768821
2022-06-01,0.8137072607763042,0.4475199066972789,0.22270563354461664,0.7020758297163584,0.8666971707083478
2022-06-02,0.8105122429404245,0.40589672835280943,0.236700885221413,0.7066784775637744,0.8680156294556494
2022-06-03,0.8061558114717148,0.3613195379929054,0.2520094241931654,0.7157906519202777,0.8711566135831791
2022-06-04,0.8006367755768873,0.32262291408056165,0.26748079325905383,0.7544869238159476,0.8709545941253852
2022-06-05,0.7956041364674928,0.29521629465462934,0.2591391838437938,0.7836696433284492,0.8665003225008104
2022-06-06,0.7889545488647142,0.26004792446613045,0.2503742762738085,0.807203017665392,0.8633523891118231
2022-06-07,0.7777801528290444,0.22623015419426593,0.25111320509732254,0.8310362390216873,0.8592641646746121
2022-06-08,0.7684684728856025,0.20043967242684266,0.2545482206650644,0.8601431352589148,0.8552157848225702
2022-06-09,0.7614934370427937,0.18359385004677445,0.26405654317059263,0.867551022944368,0.8508593856345373
2022-06-10,0.757684355012768,0.1770260675995531,0.2685324030435405,0.8719563428212582,0.8471966035268663
2022-06-11,0.7542727703590366,0.17261003828770785,0.28054397525276364,0.871226957070487,0.8429729983816274
2022-06-12,0.751896994600177,0.16557440430327933,0.2838202554656183,0.8636437158900231,0.8392249093582796
2022-06-13,0.7374246487887971,0.13053413128093352,0.2889182792776647,0.823900776233381,0.7980377411560644
2022-06-14,0.7230061489999431,0.0983237373331553,0.2939711223340638,0.788255600421153,0.7619042086151603
2022-06-15,0.6975678297404256,0.06965206192167156,0.30311254359425394,0.7811417126747875,0.7264481318811499
2022-06-16,0.6610659546316474,0.03827370858117737,0.3311317834303988,0.7711921445788531,0.7263011082656435
2022-06-17,0.6297817336552934,0.011741617359870449,0.3446095885127616,0.7651221688820435,0.732537812631237
2022-06-18,0.5974965149396151,-0.013334368250503407,0.3628629041333358,0.7643667360819447,0.7433981899213294
2022-06-19,0.562348680282818,-0.039767533332582254,0.3755535131820835,0.7600407902918936,0.7487018615792933
2022-06-20,0.5246154243040003,-0.062270177955933245,0.37138386046146094,0.7340259209174553,0.753429857271396
2022-06-21,0.5028308293583611,-0.06614317764443081,0.3677940293805362,0.7224804648576193,0.7540605022377721
2022-06-22,0.46905392180601885,-0.06870419426944735,0.35066523025067675,0.7280574829310249,0.7481290916547159
2022-06-23,0.4280190082849212,-0.07348658269874461,0.32111557177021455,0.7371399597619536,0.7398973088339518
2022-06-24,0.40543633561011905,-0.07839759343345298,0.31683267150531635,0.7420826544479545,0.7351871209261215
2022-06-25,0.38668309711083954,-0.06836733696390299,0.3138639529614389,0.7477225226159738,0.7310348295762037
2022-06-26,0.36576514813906813,-0.05650503526808468,0.3096017967693502,0.7501312206282864,0.7280198311139211
2022-06-27,0.3476600998993961,-0.04255627461267558,0.30264643449782924,0.7495575519138015,0.7227039487789985
2022-06-28,0.3508966778456035,-0.024161871451921505,0.30540553783352115,0.7498787738787197,0.7172025016125414
2022-06-29,0.346860715985578,-0.006594850401040799,0.3086940779975441,0.7499910542705323,0.7099005499879247
2022-06-30,0.3254343224580488,0.011056900087018338,0.3047160702257535,0.7426267854499246,0.6905224842440288
2022-07-01,0.3072000216067341,0.035047746271982864,0.33241372547115605,0.7419913197143899,0.6742137447666355
2022-07-02,0.28340316553433087,0.06312052840490659,0.36736777742901033,0.7433525898458879,0.65122507430488
2022-07-03,0.30009237245476594,0.11801694437444281,0.42004837873874434,0.7248695066103866,0.6442418182368831
2022-07-04,0.3350819106011932,0.17344466837931244,0.45136511693697545,0.7298573809627036,0.6578676368288602
2022-07-05,0.37336159598338553,0.23684082582941643,0.4960748497337096,0.7410498444613565,0.6546805624296458
2022-07-06,0.44078461107039557,0.3279935420294843,0.5576662997269687,0.7521969873974492,0.6793132636646121
2022-07-07,0.49832062186656484,0.41847755027520084,0.6116435654480382,0.7630220210824594,0.7020846002465001
2022-07-08,0.5505146787790482,0.48607180275658807,0.6419303086282433,0.7480600065667405,0.7215544186669839
2022-07-09,0.6044014631170908,0.5537272994804817,0.6691599109121155,0.7161077358758323,0.7386215934883703
2022-07-10,0.6445422577080946,0.607726260472973,0.6938905221116428,0.6945646376604878,0.7532361819089511
2022-07-11,0.6739670433972595,0.6422764778552663,0.7240834915045026,0.6831814605415327,0.7602419364854154
2022-07-12,0.7059874824935797,0.678285187401994,0.755183536443004,0.6987143598427362,0.7689622980227405
2022-07-13,0.7342381735301048,0.7113726956380348,0.7788474717307942,0.7106977693661594,0.7753459429808773
2022-07-14,0.7536875657568476,0.7437521802922941,0.7746988248363433,0.7230646454019011,0.7813740794506217
2022-07-15,0.7705375123291553,0.7594312065971672,0.7726734352223499,0.7338997580644814,0.7824099942647137
2022-07-16,0.79036881872254,0.7758125561705823,0.7713528809484714,0.7436806468875593,0.7848763176717518
2022-07-17,0.8138078915667034,0.801628801013381,0.7681730390430584,0.756478724611304,0.7878556616389076
2022-07-18,0.8103599168209908,0.8178829936785302,0.7669407158997817,0.7599818200989782,0.7879043641023781
2022-07-19,0.8136326844174449,0.8347845724713723,0.7657529755261665,0.7615360190865823,0.7853407490199472
2022-07-20,0.8172879918082179,0.8552062062226324,0.7650414278180238,0.7628527906036561,0.7848104175742303
2022-07-21,0.820464192340768,0.8759937248466446,0.7508670216660077,0.7653373348414401,0.7811431155744242
2022-07-22,0.8247155781242121,0.8941135644683832,0.7317699935654872,0.7657543271868011,0.7804694673805121
2022-07-23,0.8264965636496568,0.9091175778048415,0.7112273015064826,0.7718586274005893,0.7786031396398327
2022-07-24,0.829172557344046,0.9137653193249302,0.6884992906093466,0.7734615312998144,0.7758209812991882
2022-07-25,0.830229921670722,0.9166739325706036,0.688622369338841,0.7756622485049841,0.7725295572883994
2022-07-26,0.835530331330604,0.9218496674460528,0.6898164861212192,0.7773011252181892,0.7712785006950807
2022-07-27,0.8416878625220373,0.927411454622514,0.6882007189168722,0.7748538481080414,0.7705879814360286
2022-07-28,0.852396316485565,0.9337926993805891,0.6886399179834815,0.7677050828938407,0.7710441865344394
2022-07-29,0.8581539674203286,0.9359625799562306,0.6863152043915258,0.7612223699669135,0.7704156172429605
2022-07-30,0.867809507774386,0.9442764851783583,0.6822376168429034,0.7594807683052125,0.7725275379073919
2022-07-31,0.8738439439149606,0.9481004748014337,0.6871859107731295,0.7538021636557084,0.7656789550598031
2022-08-01,0.8785432095540782,0.9501712716507151,0.6919402190665007,0.7555158279653706,0.763965028697499
2022-08-02,0.8856926248716955,0.9518654744201244,0.691481110917225,0.752854160112376,0.7677555641097871
2022-08-03,0.8945240576726982,0.9527734918361823,0.6942989213952726,0.74775012510014,0.7721780756341828
2022-08-04,0.906344810489749,0.9561794463966806,0.6934327966179331,0.7431086526479683,0.777751476223253
2022-08-05,0.9126969080827478,0.9577737472882979,0.6898588528186472,0.7237584581712341,0.7745815676397144
2022-08-06,0.9128886330153982,0.9625968075205589,0.6844503697769513,0.702883885907258,0.7710018840482008
2022-08-07,0.9124793514816848,0.9663441490718983,0.6746632104814386,0.675553712279675,0.7656371887148811
2022-08-08,0.9179764375218574,0.9643608505604251,0.6605797814540472,0.6391942117008308,0.7633174728966418
2022-08-09,0.9311668070374322,0.9626914425508526,0.65303361905666,0.6058304016358861,0.7660389967586726
2022-08-10,0.944643181058348,0.9582103924406951,0.6477246355272175,0.5832229867229136,0.7561468344215482
2022-08-11,0.9524768106736334,0.9535200268485066,0.6442562040436592,0.5541338561538488,0.7471489678435308
2022-08-12,0.9520630480694736,0.9481083709164383,0.6389653338578926,0.5409215267917423,0.7614432893371109
2022-08-13,0.9514444372680576,0.9427990775416454,0.6334342856518993,0.5303929413936201,0.776800546129466
2022-08-14,0.9487437827693356,0.932414145839874,0.6273807171107819,0.501188482607901,0.7868128531013036
2022-08-15,0.9488549747089216,0.9240202121869235,0.6001469996165133,0.4742352635498771,0.754588059530107
2022-08-16,0.9493956337452772,0.9080689034540729,0.5554400909272089,0.43359884099891577,0.7143609819192334
2022-08-17,0.9492673204608267,0.8905055568192254,0.5316083946854898,0.3921774956154433,0.6688164677933331
2022-08-18,0.9506566400173949,0.8746352861248666,0.5086942411527546,0.3539968914648631,0.6070584288641305
2022-08-19,0.9492580328073664,0.867369726663809,0.4786257083262201,0.35365775894053714,0.5637313878538803
2022-08-20,0.9445454406042765,0.8592372050830573,0.443738695721938,0.34604455566876235,0.5205549187194346
2022-08-21,0.9399310949450539,0.8510983584928522,0.41431517599371376,0.3202062150515038,0.4892793268666729
2022-08-22,0.9383005446547935,0.8309282149119863,0.38464631979716385,0.28963942987297886,0.45385597461525723
2022-08-23,0.9315667700502456,0.8111746717634677,0.3488716955872143,0.24974238271882773,0.4098715482376939
2022-08-24,0.9230783609542059,0.7843174455802872,0.3061284884218816,0.20115600239025605,0.37077655000616344
2022-08-25,0.9147960111151384,0.7501540556013723,0.2648977183832551,0.1650923763081146,0.33272230332066605
2022-08-26,0.899251469524892,0.6896139558112536,0.21229861292043303,0.12073771052796546,0.2858389026739881
2022-08-27,0.8782784592891946,0.6140593761711558,0.15104078812471522,0.0690311993354832,0.2208589014316025
2022-08-28,0.8473098827540901,0.5218697308983792,0.07750064926114356,-0.00993085042179069,0.1431648729271323
2022-08-29,0.8132755672508107,0.42025650232587536,0.025554140345816732,-0.119182659298185,0.07246880854676566
2022-08-30,0.764109351432522,0.2723061584661345,-0.03569628343879065,-0.27469164876023466,-0.03258406743870889
2022-08-31,0.6823395721276838,0.04828725629403606,-0.12388986898732315,-0.49386427047463266,-0.18155784092301205
2022-09-01,0.661057380250113,0.030031570018128763,-0.07938984082903187,-0.5090897402647012,-0.2149755011877405
2022-09-02,0.626438618008473,0.010038495964114017,0.006790835427042245,-0.5257425698723522,-0.25539839013834675
2022-09-03,0.5886282472025537,0.014926656097673874,0.005631443870915092,-0.5325746505550422,-0.3784283585929594
2022-09-04,0.587613253092022,0.037225468596845675,0.015826408463015508,-0.5347114473749779,-0.3750004031298324
2022-09-05,0.5835536231309876,0.07744777261659011,0.0325471675728053,-0.5480240521152951,-0.3569284045777739
2022-09-06,0.5853909620449667,0.09210485618772644,0.022117483202743288,-0.55298049794012,-0.364432125679792
2022-09-07,0.6139637408093764,0.08775890093102988,-0.0035346224126593085,-0.5457460949276187,-0.40243338021136027
2022-09-08,0.5842853452735267,0.011336816122960187,0.0014732662805463268,-0.5245406425783156,-0.34624303009795626
2022-09-09,0.5914277426321981,0.030105638747620705,-0.011456913779283427,-0.5219313879755676,-0.3600414625426276
2022-09-10,0.5998244335453351,0.04523398405226818,-0.02546871060623364,-0.5268386307307333,-0.3749080262554134
2022-09-11,0.607683667667294,0.04138188884429748,-0.040364481836833624,-0.5332557858486278,-0.39097032932203574
2022-09-12,0.6137482484394596,0.036662565588919095,-0.044854993738473195,-0.5421570313199809,-0.4088446784919447
2022-09-13,0.6538337800785483,0.08435060070972179,-0.034202574569395995,-0.5334889243935113,-0.374302906762195
2022-09-14,0.6826578346814665,0.12200306830146711,-0.030844252070043928,-0.5415695520097475,-0.34600971733399055
2022-09-15,0.6925165645710556,0.1073784271431379,-0.003025339211479664,-0.5611252688182715,-0.33292141639892
2022-09-16,0.7340801907826024,0.1071889692103658,0.015484036279657797,-0.5642255475108768,-0.3200340609825746
